age,educ,paeduc,sex,race,yearsjob,realrinc,PASEI10
23,13,16,"male","black",.25,"IAP",81
21,14,17,"male","white",.i,"IAP",79.3
21,15,20,"male","white",.i,908,75.7
55,16,12,"male","white",3,151050.7214,39.9
63,20,12,"male","white",17,20430,23.3
86,12,"dk","female","white",.i,"IAP",39.9
40,8,"dk","male","white",3,24970,28.4
42,12,"iap","male","other",4,14755,"IAP, DK, NA, uncodeable"
64,12,"dk","female","white",.i,"IAP",59.9
72,20,16,"female","white",.i,151050.7214,92.8
84,16,8,"male","white",.i,908,43
30,14,16,"female","black",4,17025,72.7
33,12,"iap","male","white",3,9647.5,"IAP, DK, NA, uncodeable"
76,14,12,"male","white",.i,"IAP",58.4
28,19,16,"male","other",2,30645,86.8
23,16,18,"female","black",.i,9647.5,84.5
30,12,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
29,12,7,"female","other",.25,"IAP",18.6
23,11,"iap","male","white",.25,7377.5,"IAP, DK, NA, uncodeable"
85,17,0,"male","white",55,"IAP",57.5
58,9,"dk","male","other",.i,37455,32.7
86,13,12,"male","white",.i,"IAP",41.4
82,17,13,"male","white",.i,227,43
50,12,12,"male","black",5,10782.5,39.9
55,13,13,"male","black",32,45400,39.7
41,16,3,"female","other",13,24970,60.1
22,14,13,"male","other",.75,8512.5,32.6
28,14,8,"male","white",2,24970,46
87,12,8,"female","black",.i,"IAP",20.7
64,16,13,"male","other",13,24970,31.6
18,11,16,"female","white",.i,"IAP",20.8
73,12,12,"female","white",.i,"IAP",39.9
68,13,12,"female","white",.i,"IAP",43
51,20,14,"female","white",20,151050.7214,83.8
67,16,"iap","male","white",35,54480,"IAP, DK, NA, uncodeable"
81,16,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
70,16,12,"male","white",.i,"IAP",28.7
63,12,12,"male","white",.i,"IAP",39.1
71,12,10,"female","white",.i,"IAP",26.8
34,16,12,"male","white",10,45400,65.3
86,16,12,"male","white",43,24970,33.7
39,12,"iap","female","white",.25,20430,"IAP, DK, NA, uncodeable"
47,12,"dk","male","white",.i,227,35.2
33,18,"iap","female","black",10,30645,"IAP, DK, NA, uncodeable"
31,16,"iap","male","other",2,17025,"IAP, DK, NA, uncodeable"
57,12,12,"female","white",.i,17025,43
35,13,"iap","male","white",2,12485,"IAP, DK, NA, uncodeable"
65,12,12,"female","white",.i,"IAP",83.1
69,12,"dk","male","white",.i,"IAP",31.2
59,12,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
35,13,"iap","male","white",2,24970,"IAP, DK, NA, uncodeable"
37,13,11,"male","white",17,12485,31.9
51,12,15,"female","white",8,72640,55.3
85,10,"iap","male","other",.i,"IAP","IAP, DK, NA, uncodeable"
49,16,16,"female","white",.i,"IAP",92.1
68,16,12,"female","white",.i,"IAP",61.2
70,17,12,"female","white",.i,"IAP",39.7
74,12,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
68,12,8,"female","white",2,14755,23.3
46,16,16,"female","white",16,30645,76.3
51,14,"iap","female","white",5,12485,"IAP, DK, NA, uncodeable"
66,12,12,"male","white",.i,"IAP",31.1
43,14,"iap","male","white",17,151050.7214,"IAP, DK, NA, uncodeable"
74,11,"dk","female","white",.i,"IAP",20.7
74,18,12,"male","white",.i,"IAP",38.1
85,12,12,"male","white",.i,"IAP",39.7
49,16,12,"male","white",13,20430,14
46,12,"dk","female","white",.i,"IAP",85.2
37,17,16,"female","white",.i,"IAP",80.9
41,11,"dk","female","white",.75,3405,39.7
22,12,14,"male","white",2,10782.5,33.3
43,16,20,"female","white",.75,3405,84.5
73,16,14,"female","white",.i,"IAP",35.4
34,16,12,"female","white",7,14755,20.7
87,14,"dk","male","white",.i,"IAP",55.3
32,18,16,"female","white",.i,2043,77.2
31,14,9,"female","white",.25,"IAP",77.9
33,12,12,"male","white",.i,"IAP",31
69,12,12,"male","white",.i,"IAP",32
77,12,16,"male","white",.i,"IAP","IAP, DK, NA, uncodeable"
52,13,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
37,15,12,"male","white",15,37455,26.8
52,12,"iap","male","white",5,12485,"IAP, DK, NA, uncodeable"
38,16,12,"female","other",14,45400,45.4
55,11,"dk","male","other",2,1589,23.3
75,13,8,"female","white",.i,"IAP",52.5
50,14,"iap","female","white",16,12485,"IAP, DK, NA, uncodeable"
25,12,11,"female","white",.25,"IAP",27.6
28,12,14,"male","white",.75,12485,75.5
76,16,14,"male","white",.i,"IAP",48.4
52,16,13,"male","white",30,151050.7214,39.7
22,12,13,"male","white",.75,17025,52
57,11,8,"male","white",.75,14755,32
84,8,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
63,14,10,"female","white",7,17025,36.2
58,20,"iap","female","black",8,45400,"IAP, DK, NA, uncodeable"
43,11,7,"female","white",.i,"IAP",46.5
25,13,12,"female","white",3,12485,20.5
39,10,"iap","male","white",2,14755,"IAP, DK, NA, uncodeable"
31,15,12,"female","white",.75,4086,48.3
39,12,16,"female","white",2,17025,81
34,12,14,"female","black",.25,"IAP",28.5
27,14,"iap","male","white",.75,20430,"IAP, DK, NA, uncodeable"
35,16,12,"male","white",4,10782.5,46
24,17,9,"female","white",.25,"IAP",38.1
48,16,"iap","male","white",.75,"IAP","IAP, DK, NA, uncodeable"
21,14,16,"male","white",.i,"IAP",57.8
30,15,16,"male","white",4,17025,46.5
36,15,20,"male","other",.25,"IAP",28.5
52,12,13,"male","white",.i,"IAP",68.6
36,17,15,"male","white",.75,151050.7214,59.1
80,18,12,"female","white",.i,"IAP",69.3
27,16,16,"female","white",.75,8512.5,77.4
24,18,"iap","female","white",.25,"IAP","IAP, DK, NA, uncodeable"
44,12,12,"female","white",.75,5107.5,26.8
"89 OR OLDER",11,6,"male","white",.i,"IAP",32.6
22,13,12,"male","black",.25,"IAP",25.2
48,12,12,"male","other",.i,"IAP",48.8
33,9,9,"female","white",.75,1589,31.2
59,12,0,"female","other",.i,"IAP",14
43,13,"iap","male","other",.25,"IAP","IAP, DK, NA, uncodeable"
32,12,1,"female","other",.i,227,26.5
62,16,12,"female","white",.i,"IAP",86.1
53,12,12,"female","white",3,9647.5,31.2
59,13,12,"female","white",33,30645,81.5
47,12,10,"male","white",4,54480,46
18,12,8,"female","white",.i,"IAP",35.4
64,12,12,"male","white",17,12485,25.2
22,12,"iap","male","white",.25,"IAP","IAP, DK, NA, uncodeable"
37,16,18,"female","white",6,45400,68.6
31,16,16,"female","white",9,24970,84
72,14,"dk","female","white",.i,"IAP",20.7
32,16,13,"female","white",.75,12485,77.4
69,16,12,"male","white",.i,"IAP",42.8
32,16,12,"female","white",.25,45400,67.7
32,16,14,"male","white",2,20430,79.9
60,15,8,"female","white",10,17025,36.2
70,5,4,"male","white",.i,"IAP",39.9
41,14,"iap","female","other",8,20430,"IAP, DK, NA, uncodeable"
35,17,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
77,14,14,"female","white",.i,"IAP",56.9
57,10,"dk","male","white",.75,8512.5,28.7
26,15,13,"male","white",.25,"IAP",32
56,12,"dk","male","white",1,10782.5,38.1
24,16,14,"male","white",2,24970,45.4
56,11,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
39,3,4,"female","other",.75,1589,39.9
30,20,20,"female","white",.i,10782.5,92.8
26,16,14,"female","white",2,6242.5,39.7
31,12,"dk","female","white",.25,"IAP",23.3
36,16,12,"female","white",2,24970,35.3
69,16,"dk","male","white",41,45400,58.4
39,16,17,"female","white",.25,20430,89.9
53,11,9,"male","white",5,30645,32
55,12,14,"male","white",31,24970,38.1
50,9,12,"female","white",.i,"IAP",38.3
31,18,18,"male","white",.25,14755,62.9
70,17,12,"female","white",.i,"IAP",39.9
68,14,16,"female","white",.25,"IAP",39.7
73,15,12,"male","white",18,63560,14
60,20,16,"female","white",.i,7377.5,91.1
30,12,"dk","male","white",.25,9647.5,31.2
60,14,12,"female","white",39,24970,46.2
61,12,8,"male","white",.75,227,28.7
69,11,"dk","female","white",3,5107.5,28.4
41,9,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
64,14,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
63,12,9,"female","white",.i,"IAP",32
22,11,"iap","male","black",.75,"IAP","IAP, DK, NA, uncodeable"
33,12,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
56,16,12,"male","white",34,37455,66.1
30,15,"iap","female","white",.i,24970,"IAP, DK, NA, uncodeable"
"89 OR OLDER",14,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
61,16,12,"female","white",.75,54480,48.3
55,12,14,"male","white",24,24970,26.8
67,18,20,"female","white",.i,"IAP",63.7
61,12,6,"female","white",.n,"IAP",39.9
69,12,14,"male","white",.i,"IAP",23
30,16,"dk","male","black",.25,"IAP",48.4
70,12,14,"male","white",.i,"IAP",46
41,13,12,"male","black",3,20430,32
67,8,10,"female","black",16,6242.5,24.6
62,12,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
36,14,16,"female","black",3,12485,91.9
51,14,14,"female","white",12,24970,68
65,16,12,"female","white",.75,17025,50
63,12,"iap","male","black",2,4086,"IAP, DK, NA, uncodeable"
23,16,14,"male","white",.25,"IAP",50
"89 OR OLDER",12,"dk","female","white",.i,"IAP",26.8
47,16,16,"female","white",4,6242.5,67.7
75,12,8,"female","white",.i,"IAP","IAP, DK, NA, uncodeable"
24,12,12,"male","white",.75,30645,43.5
42,13,12,"male","white",.n,45400,46.2
29,12,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
26,14,"iap","female","white",1,10782.5,"IAP, DK, NA, uncodeable"
"89 OR OLDER",10,"iap","female","black",.i,"IAP",26.8
76,12,6,"female","white",.i,"IAP",28.4
36,12,12,"female","white",3,12485,32
77,12,12,"female","white",.i,"IAP",44.6
32,12,14,"male","white",8,30645,35.3
72,12,12,"male","white",.i,"IAP",39.1
39,17,12,"female","white",5,5107.5,46.5
71,12,9,"female","white",.i,"IAP",12.7
31,14,20,"male","white",1,24970,86.7
69,18,18,"male","white",.i,"IAP",77.4
35,3,0,"male","other",3,7377.5,14
80,16,8,"male","white",.i,"IAP",46.5
49,16,16,"male","white",26,45400,79.3
42,12,12,"male","white",1,20430,39.9
36,3,0,"female","other",.i,"IAP",39.9
71,10,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
64,6,8,"male","white",.i,"IAP",17.1
57,14,6,"male","white",30,10782.5,23.8
24,12,11,"female","white",.i,227,68.6
47,13,12,"female","white",.75,"IAP",68
23,13,13,"male","white",3,14755,61.2
46,14,10,"male","white",3,45400,70.1
57,10,"dk","male","white",1,"IAP",32
50,18,15,"female","white",3,20430,50.4
34,13,"iap","female","white",.n,20430,"IAP, DK, NA, uncodeable"
20,13,16,"male","white",.i,"IAP",57.4
49,15,16,"female","white",1,30645,43
30,15,"iap","female","other",.i,24970,"IAP, DK, NA, uncodeable"
29,12,"iap","male","white",3,14755,"IAP, DK, NA, uncodeable"
61,12,"dk","female","white",17,20430,25.2
29,20,15,"female","other",.i,"IAP",27.4
21,14,12,"male","white",.i,"IAP",46
24,16,12,"male","white",.i,12485,20.7
34,18,12,"female","white",.i,"IAP",23.3
25,14,"iap","female","white",.75,2497,"IAP, DK, NA, uncodeable"
21,14,16,"male","white",.i,"IAP",79.3
22,15,16,"male","white",.i,"IAP",87.6
38,12,"dk","male","white",.n,2043,30.1
70,12,12,"male","white",.i,7377.5,31.2
33,12,12,"female","white",.i,"IAP",32
75,10,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
56,12,16,"male","white",.i,5107.5,25
68,16,16,"male","white",.i,"IAP",64.2
39,12,"iap","female","white",.75,"IAP","IAP, DK, NA, uncodeable"
54,14,14,"female","white",34,10782.5,65.1
60,12,6,"male","white",9,37455,23
60,14,8,"male","white",13,30645,50.4
36,18,14,"male","white",.25,"IAP",42.2
31,12,10,"female","white",2,14755,32
41,16,"iap","female","black",2,30645,"IAP, DK, NA, uncodeable"
29,14,12,"female","white",4,20430,67.7
38,16,12,"female","white",1,10782.5,18.6
42,15,"iap","female","white",11,12485,"IAP, DK, NA, uncodeable"
69,13,12,"female","white",.i,"IAP",39.9
29,16,12,"female","black",6,20430,23.7
33,3,3,"male","other",.i,"IAP",39.9
27,14,"iap","male","white",6,24970,"IAP, DK, NA, uncodeable"
42,14,10,"male","white",.75,1589,44.5
57,19,12,"male","white",12,37455,62
41,18,18,"female","white",.25,"IAP",50.4
70,16,17,"female","white",.i,"IAP",68.6
31,8,"iap","male","white",6,5107.5,"IAP, DK, NA, uncodeable"
68,14,8,"female","white",.i,9647.5,62.6
38,20,16,"female","white",11,20430,68.6
57,16,16,"male","white",.i,"IAP",77.4
38,15,12,"male","white",18,24970,"IAP, DK, NA, uncodeable"
30,18,14,"female","white",1,2951,35.4
68,11,5,"male","white",48,9647.5,59.1
75,12,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
82,12,"dk","male","white",35,"IAP",39.9
71,19,12,"male","white",.i,"IAP",24.6
44,9,10,"male","white",5,17025,50.4
82,13,12,"female","white",.i,"IAP",43
69,12,12,"female","other",.i,"IAP","IAP, DK, NA, uncodeable"
40,16,"iap","male","black",9,20430,"IAP, DK, NA, uncodeable"
61,12,"dk","female","black",10,12485,62
70,11,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
57,13,14,"female","white",11,9647.5,50.4
37,16,18,"female","white",5,30645,83.4
64,15,"dk","male","black",.i,"IAP",39.9
74,18,7,"female","black",.i,"IAP",39.9
71,12,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
22,14,"iap","male","white",.i,9647.5,"IAP, DK, NA, uncodeable"
26,10,6,"female","white",.i,3405,28.4
52,13,8,"female","white",3,20430,24.6
84,12,3,"female","black",.i,"IAP",38.1
22,10,"iap","male","other",.i,"IAP","IAP, DK, NA, uncodeable"
28,13,"iap","male","black",3,3405,"IAP, DK, NA, uncodeable"
60,12,12,"female","white",3,17025,43
31,15,14,"female","black",.25,2497,20.7
45,15,12,"male","black",5,17025,25.2
49,14,12,"male","black",21,17025,50.4
32,10,"iap","female","white",.75,"IAP","IAP, DK, NA, uncodeable"
43,11,"iap","female","black",.25,4086,"IAP, DK, NA, uncodeable"
45,14,"iap","female","black",4,20430,"IAP, DK, NA, uncodeable"
65,14,12,"male","white",.i,"IAP",35.2
32,14,12,"female","white",.25,"IAP",20.7
23,11,12,"female","white",.i,1589,20.5
52,18,12,"male","white",6,30645,59.1
58,16,12,"female","white",5,24970,39.1
21,15,"iap","female","white",.25,2497,"IAP, DK, NA, uncodeable"
77,16,8,"female","white",.i,2043,48.3
86,10,4,"male","white",.i,"IAP",32
52,14,8,"female","white",7,12485,25.5
66,16,9,"male","white",.i,"IAP",48.8
72,14,8,"female","white",.i,"IAP",26.8
47,14,"iap","female","white",10,12485,"IAP, DK, NA, uncodeable"
58,16,11,"male","white",18,37455,52
35,15,"iap","female","black",2,24970,"IAP, DK, NA, uncodeable"
50,14,16,"female","black",3,20430,12.4
84,17,18,"female","white",.i,"IAP",82.5
22,15,"iap","male","black",.i,"IAP","IAP, DK, NA, uncodeable"
29,17,16,"female","black",2,14755,50.4
26,12,"iap","male","black",1,9647.5,"IAP, DK, NA, uncodeable"
24,16,12,"female","white",1,"IAP",28.7
"NA",12,"iap","female","white",3,9647.5,"IAP, DK, NA, uncodeable"
38,14,12,"male","white",.i,"IAP",46.5
31,16,"iap","male","white",1,20430,"IAP, DK, NA, uncodeable"
31,16,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
30,16,"iap","female","black",.i,9647.5,"IAP, DK, NA, uncodeable"
46,18,18,"male","white",15,151050.7214,70.1
49,16,12,"male","black",27,5107.5,39.1
29,10,"dk","male","white",5,9647.5,32
45,10,12,"female","white",.i,"IAP",57.4
67,12,"iap","male","black",.i,"IAP","IAP, DK, NA, uncodeable"
34,12,12,"female","white",16,30645,45.4
82,12,"iap","male","black",.i,"IAP","IAP, DK, NA, uncodeable"
44,13,16,"male","other",15,30645,52.1
48,18,16,"female","white",25,14755,82.5
24,8,"dk","female","white",.i,1589,25.2
56,12,16,"male","white",.i,"IAP",50.4
65,11,"dk","male","white",.25,5107.5,32
48,13,"iap","female","black",2,37455,"IAP, DK, NA, uncodeable"
27,16,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
55,18,18,"female","black",.75,45400,82.5
25,15,16,"male","white",.i,"IAP",43
55,12,"iap","female","black",13,5107.5,"IAP, DK, NA, uncodeable"
71,13,"dk","female","white",.i,"IAP",48.4
26,12,"iap","male","white",3,9647.5,"IAP, DK, NA, uncodeable"
59,12,12,"female","white",35,7377.5,28.7
56,16,20,"female","white",10,30645,65.3
58,20,8,"female","white",.i,"IAP",46.6
27,15,"iap","female","black",1,14755,"IAP, DK, NA, uncodeable"
69,13,12,"female","black",45,45400,50.4
30,13,16,"female","white",.75,227,62.6
71,17,"iap","female","white",4,24970,"IAP, DK, NA, uncodeable"
53,9,"dk","female","black",1,17025,39.9
"NA",14,"iap","male","black",.25,14755,"IAP, DK, NA, uncodeable"
34,11,16,"female","black",11,"IAP",63.1
37,8,16,"female","white",2,8512.5,43
29,14,"dk","female","black",.25,"IAP",25.2
63,12,"dk","female","white",8,6242.5,46
32,16,"iap","female","black",.75,6242.5,"IAP, DK, NA, uncodeable"
33,16,14,"male","black",9,37455,50.4
79,12,"dk","female","black",.i,"IAP",39.9
22,12,"dk","male","black",3,2497,"IAP, DK, NA, uncodeable"
24,14,12,"female","white",6,14755,62.6
31,16,16,"female","white",.i,"IAP",70.1
43,16,16,"female","white",.i,7377.5,61.9
56,16,16,"female","white",18,151050.7214,76.3
54,14,12,"male","white",.i,5107.5,62.7
47,12,14,"male","white",13,30645,83.8
72,16,12,"female","white",.i,"IAP",65.3
60,18,16,"male","white",.i,151050.7214,76.3
34,17,"iap","male","white",15,54480,"IAP, DK, NA, uncodeable"
38,16,12,"male","white",6,54480,65.1
58,18,"iap","female","white",.i,151050.7214,"IAP, DK, NA, uncodeable"
67,16,16,"female","white",.i,"IAP",77.4
39,13,"iap","female","other",.i,"IAP","IAP, DK, NA, uncodeable"
75,12,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
65,14,10,"female","white",1,908,36.7
56,12,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
35,14,"iap","female","other",.i,"IAP","IAP, DK, NA, uncodeable"
57,18,"iap","female","black",5,12485,"IAP, DK, NA, uncodeable"
63,13,12,"male","black",5,10782.5,26.8
29,12,"iap","male","white",2,10782.5,"IAP, DK, NA, uncodeable"
66,12,12,"female","white",.i,"IAP",61.4
58,14,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
77,16,7,"female","white",25,12485,26.8
38,6,0,"male","other",15,17025,39.9
34,14,"iap","female","white",.75,1589,"IAP, DK, NA, uncodeable"
27,13,"iap","female","black",.75,12485,"IAP, DK, NA, uncodeable"
46,6,0,"female","white",.i,"IAP",14
45,17,"iap","female","white",.25,2497,"IAP, DK, NA, uncodeable"
23,13,"iap","female","white",.75,5107.5,"IAP, DK, NA, uncodeable"
25,16,"iap","female","black",2,20430,"IAP, DK, NA, uncodeable"
23,14,10,"female","other",.75,4086,25
57,12,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
58,14,16,"female","white",15,908,89.3
50,8,12,"female","white",4,14755,37.6
70,13,"dk","male","black",.i,"IAP",20.7
58,14,12,"female","white",7,10782.5,28.7
68,15,"dk","female","white",.i,"IAP",13.6
25,14,12,"female","white",5,12485,19.7
68,12,9,"female","white",.i,"IAP",21.5
54,12,12,"female","white",.75,2043,50
30,10,16,"female","white",.i,"IAP",31.2
64,12,12,"female","white",5,5107.5,32
58,11,6,"male","white",10,20430,32
69,0,"dk","female","black",.i,"IAP",23.3
56,12,16,"female","white",26,30645,39.1
69,10,12,"female","white",.i,"IAP",28.4
46,12,5,"male","white",21,"IAP",39.9
34,11,"dk","male","white",.75,8512.5,38.8
67,13,7,"female","white",.i,"IAP",33.7
40,13,12,"female","white",.i,"IAP",20.7
44,12,12,"female","white",.i,"IAP",24.6
32,15,"iap","female","black",3,20430,"IAP, DK, NA, uncodeable"
33,10,9,"male","black",.75,6242.5,32
35,9,0,"male","other",2,10782.5,46
70,15,11,"female","other",.i,"IAP",23.3
59,13,"iap","male","black",.i,227,"IAP, DK, NA, uncodeable"
32,9,16,"female","black",8,227,23.3
53,12,10,"male","black",2,8512.5,12.6
39,10,12,"female","black",.i,2497,26.8
43,19,"iap","female","black",16,30645,"IAP, DK, NA, uncodeable"
26,12,"iap","male","black",.25,"IAP","IAP, DK, NA, uncodeable"
64,20,10,"male","other",.i,"IAP",39.1
62,11,"dk","female","white",2,3405,66.4
72,17,6,"male","white",.i,"IAP",46
58,12,12,"female","white",18,14755,32
22,12,11,"female","white",3,"IAP",28.4
60,11,6,"male","other",1,"IAP",28.7
42,13,13,"male","white",22,30645,59.1
62,16,5,"male","white",.i,"IAP",39.1
39,14,11,"female","white",.i,"IAP",39.1
24,12,"dk","female","white",2,9647.5,46
38,11,10,"female","black",.i,"IAP",31.5
39,14,12,"female","white",5,9647.5,63.2
32,16,12,"female","white",1,20430,21
85,17,0,"male","white",11,37455,32
88,10,3,"male","white",.i,"IAP",39.9
44,17,16,"female","white",20,20430,85.2
18,12,12,"male","white",.i,"IAP",26.8
32,14,16,"female","black",.25,8512.5,50.4
60,18,11,"female","black",4,17025,20.7
"NA",14,"iap","male","white",7,45400,"IAP, DK, NA, uncodeable"
72,18,12,"female","black",.i,"IAP",26.8
61,19,12,"female","white",4,9647.5,59.8
27,14,12,"female","black",.75,"IAP",26.8
42,11,11,"male","black",2,20430,42.8
51,16,"iap","male","black",25,24970,"IAP, DK, NA, uncodeable"
38,12,15,"male","white",11,37455,29.6
44,15,12,"female","white",1,6242.5,42.8
37,17,"iap","male","black",15,20430,"IAP, DK, NA, uncodeable"
73,10,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
21,15,12,"male","black",.i,5107.5,18.6
60,12,"iap","male","other",.i,"IAP","IAP, DK, NA, uncodeable"
70,12,"iap","female","black",2,2497,"IAP, DK, NA, uncodeable"
70,18,0,"female","black",.i,"IAP",65.1
"89 OR OLDER",14,"dk","male","black",.i,"IAP",28.7
35,11,11,"female","black",6,6242.5,18.6
51,14,3,"female","black",11,20430,39
37,12,12,"female","white",3,20430,39.1
71,15,12,"male","white",.i,"IAP",42.2
35,12,7,"male","white",3,"IAP","IAP, DK, NA, uncodeable"
78,14,5,"male","white",.i,"IAP",42.2
32,12,"iap","male","white",2,2043,"IAP, DK, NA, uncodeable"
62,14,16,"male","white",37,54480,79.4
41,14,14,"female","black",12,24970,50.7
36,12,16,"female","white",.i,"IAP",49.4
20,13,12,"male","black",.25,"IAP",41
36,13,"iap","female","black",1,1589,"IAP, DK, NA, uncodeable"
85,14,8,"male","white",.i,"IAP",62.6
71,16,"iap","male","black",.i,"IAP","IAP, DK, NA, uncodeable"
30,16,12,"male","white",3,"IAP",46
81,12,"dk","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
88,11,11,"male","other",.i,"IAP",57.8
76,16,12,"female","white",.i,"IAP",20.8
59,16,16,"female","white",.i,24970,91.1
88,14,6,"female","white",.i,"IAP",39.9
64,11,"dk","female","white",.i,"IAP",26.8
75,12,15,"female","white",.i,"IAP",62.6
55,9,0,"female","white",3,6242.5,20.8
55,12,4,"female","white",37,17025,20.7
61,20,20,"male","other",.i,"IAP",82.5
38,14,8,"male","white",.25,4086,26.8
50,16,13,"female","black",.25,"IAP",39.1
54,16,"dk","female","black",7,4086,39.2
80,12,"dk","female","white",.i,"IAP",29.9
33,17,12,"female","black",1,17025,39.1
25,13,14,"male","white",.75,"IAP",22.9
22,14,11,"male","other",.i,"IAP",43
38,14,10,"female","white",6,14755,31.2
25,12,12,"male","white",.25,"IAP",36.4
63,12,9,"male","white",5,14755,14
22,13,16,"male","white",2,"IAP",57.8
40,12,16,"female","other",.i,12485,76.3
69,12,11,"female","white",.i,"IAP",34.7
20,14,16,"female","white",2,908,86.5
54,12,12,"male","white",35,24970,31.2
19,12,16,"male","white",.i,908,46
34,14,"iap","male","white",9,9647.5,"IAP, DK, NA, uncodeable"
59,16,18,"female","white",.i,"IAP",91.1
59,17,"iap","male","white",23,151050.7214,"IAP, DK, NA, uncodeable"
44,16,"iap","female","white",.75,"IAP","IAP, DK, NA, uncodeable"
34,19,13,"male","white",1,30645,36.4
35,16,19,"female","white",4,14755,91.1
42,16,20,"female","white",.i,"IAP",77.4
86,15,8,"male","white",.i,"IAP",18.8
32,15,13,"female","white",.i,9647.5,23.3
61,12,10,"female","white",.i,"IAP",26.8
19,12,12,"male","white",3,"IAP",32
39,12,9,"male","white",.i,"IAP",25
71,8,12,"female","white",.i,"IAP",18.8
49,12,"iap","female","white",.i,"IAP",42.2
23,12,14,"male","white",5,"IAP",75.2
56,12,12,"female","white",1,9647.5,32
47,12,12,"male","white",27,30645,65.1
"89 OR OLDER",12,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
66,14,12,"female","white",.i,"IAP",77.4
54,19,11,"female","white",8,151050.7214,46
33,17,15,"male","white",2,17025,81.6
53,13,"iap","female","white",2,10782.5,"IAP, DK, NA, uncodeable"
76,11,"dk","male","white",.i,"IAP",28.3
86,11,8,"female","white",.25,"IAP",32
61,16,12,"male","white",4,12485,46.5
71,16,12,"female","white",.i,"IAP",18.6
42,15,12,"male","white",18,20430,87.6
23,14,12,"female","white",.i,"IAP",52
44,12,7,"male","white",.i,"IAP",46
63,15,"dk","male","white",.i,"IAP",50.4
68,12,12,"female","white",.i,"IAP",77.9
30,12,12,"female","white",6,12485,34.1
82,14,13,"female","white",.i,"IAP",46
43,14,"iap","female","white",7,9647.5,"IAP, DK, NA, uncodeable"
26,13,"iap","female","white",2,10782.5,"IAP, DK, NA, uncodeable"
57,14,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
42,14,13,"female","white",2,12485,32
42,16,12,"male","white",17,37455,23.8
74,12,"dk","male","white",.i,"IAP",25.2
47,12,12,"male","white",25,24970,25
65,19,18,"male","white",40,20430,89.9
37,12,11,"male","white",1,14755,21.3
"89 OR OLDER",8,"dk","male","white",.i,"IAP",14
44,12,8,"male","white",2,10782.5,31.6
77,12,9,"female","white",14,4086,23.7
23,13,14,"male","white",2,6242.5,57.4
55,16,12,"female","white",29,45400,57.4
37,19,12,"male","white",10,20430,28.3
81,12,6,"female","white",.i,"IAP",23.3
60,13,12,"female","white",24,20430,31.3
54,10,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
43,16,12,"male","white",19,54480,52
43,16,0,"female","black",2,20430,14
21,12,"iap","male","white",1,17025,"IAP, DK, NA, uncodeable"
51,14,"iap","female","white",5,17025,"IAP, DK, NA, uncodeable"
36,16,12,"male","white",12,20430,62
69,19,8,"male","white",.i,"IAP",36.2
74,19,12,"male","white",3,14755,25.1
69,16,8,"male","white",.i,"IAP",28.3
34,12,12,"female","white",1,9647.5,35.2
30,17,12,"female","white",11,12485,32
73,16,12,"male","white",18,17025,23.3
34,15,12,"male","white",1,2043,57.5
34,16,14,"male","white",6,45400,46
39,17,14,"male","white",10,30645,52.4
34,15,"dk","male","white",.i,"IAP",26.2
65,12,7,"female","white",.i,"IAP",33.7
46,12,12,"female","white",23,20430,69.3
37,20,13,"male","white",8,"IAP",32
22,12,12,"male","white",.25,"IAP",27.1
55,12,"iap","male","white",4,30645,"IAP, DK, NA, uncodeable"
59,12,12,"female","white",.25,"IAP",26.8
69,18,20,"male","white",.i,"IAP",58.4
